Catalog#,Artist,Title,Label,Format,Rating,Released,release_id,CollectionFolder,Date Added,Collection Media Condition,Collection Sleeve Condition,Collection Purchase,Collection Purchase - Detail,Collection Lyrics,Collection MoFi Sleeve,Collection 1st Play,Collection 2nd Play,Collection 3rd Play,Collection 4th Play,Collection 5th Play,Collection 6th Play,Collection 7th Play,Collection 8th Play,Collection 9th Play,Collection 10th Play,Collection Purchase Date,Collection Color,api_url,genre,style,num_songs,format,format_qty,community_have,community_want,rating_avg,rating_count,date_played,year,runtime
TICK001LP,Radiohead,The King Of Limbs,"Ticker Tape Ltd., XL Recordings, TBD Records, Hostess Entertainment Unlimited","LP, Album",NA,2011,2798688,Vinyl LPs (New),4/16/2016 5:42,Mint (M),Mint (M),GoHastings,NA,NA,"Yes
",12/9/2022,2/27/2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/2798688,Electronic,Abstract,8,Vinyl,1,7550,1417,4.23,653,12/9/2022,2011,37.5
XLLP784,Radiohead,I Might Be Wrong - Live Recordings,XL Recordings,"12"", EP, RE, Gat",NA,2016,8851020,Vinyl LPs (New),9/10/2016 15:30,NA,NA,Other,Indie Vinyl Den,NA,No,9/10/2016,12/9/2022,2/27/2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/8851020,Rock,Alternative Rock,8,Vinyl,1,4322,513,4.54,282,12/9/2022,2001,40.3
TBD0001,Radiohead,In Rainbows,TBD Records,"LP, Album, M/Print, RP",4,2013,5290566,Vinyl LPs (New),6/28/2015 2:33,Mint (M),Mint (M),Amazon,NA,NA,"Yes
",6/28/2015,10/1/2015,5/24/2021,12/9/2022,2/27/2023,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/5290566,Electronic,Indie Rock,10,Vinyl,1,3143,1284,4.57,305,12/9/2022,2007,42.6
none,Caroline Polachek,Pang,Perpetual Novice,"LP, Album, Gol",NA,2020,14705001,Vinyl LPs (New),2/26/2020 15:31,Near Mint (NM or M-),Near Mint (NM or M-),Label,Newbury Comics,Yes,Yes,12/10/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gold,https://api.discogs.com/releases/14705001,Electronic,Indie Pop,14,Vinyl,1,1131,870,4.39,87,12/10/2022,2019,46.5
538803621,Danger Mouse & Black Thought,Cheat Codes,BMG,"LP, Red + CD, Album + Album, Ltd",NA,2022,24109484,Vinyl LPs (New),12/22/2022 9:27,Mint (M),Mint (M),eBay,Beachside Retro & Records,NA,Yes,12/22/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/21/2022 12:00,Red,https://api.discogs.com/releases/24109484,Hip Hop,Conscious,24,Vinyl,1,4918,801,4.72,262,12/22/2022,2022,38.3
B0036774-01,J.I.D,The Forever Story,"Dreamville, Interscope Records","2xLP, Album",NA,2022,25485268,Vinyl LPs (New),12/21/2022 10:56,Mint (M),Mint (M),Target,NA,NA,Yes x2,12/22/2022,12/30/2022,NA,NA,NA,NA,NA,NA,NA,NA,11/20/2022 5:00,NA,https://api.discogs.com/releases/25485268,Hip Hop,Conscious,15,Vinyl,2,1911,805,4.78,76,12/22/2022,2022,59
"SP1245, SP 1245, 73SP1245X",Father John Misty,God's Favorite Customer,"Sub Pop, Sub Pop, Sub Pop","LP, Album, Ltd, Cle",NA,2018,12001919,Vinyl LPs (New),6/5/2018 16:12,Mint (M),Mint (M),"Park Ave CDs
",NA,NA,Yes,12/2/2021,12/22/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,Purple,https://api.discogs.com/releases/12001919,Rock,Alternative Rock,10,Vinyl,1,4857,729,4.48,297,12/22/2022,2018,38.5
"DC303, DC303-LP",Joanna Newsom,Ys,"Drag City, Drag City","2xLP, Album",4,2006,831253,Vinyl LPs (New),6/28/2015 0:31,Mint (M),Mint (M),Insound,NA,Yes,No,7/4/2015,12/24/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/831253,Rock,Acoustic,5,Vinyl,2,7979,2343,4.6,727,12/24/2022,2006,55.5
88985420001,Fiona Apple,Tidal,"Epic, Clean Slate, Sony Music Commercial Music Group","2xLP, Album, Club, RE, RM, 180",NA,2017,10241165,Vinyl LPs (New),7/12/2018 13:46,Mint (M),Mint (M),Label,Vinyl Me Please,Yes,Yes x2,7/16/2018,12/24/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/10241165,Rock,Soft Rock,10,Vinyl,2,9453,3570,4.63,732,12/24/2022,1996,51.5
SC 160,Jens Lekman,Night Falls Over Kortedala,Secretly Canadian,"LP, Album",NA,2007,1103234,Vinyl LPs (New),5/24/2016 13:31,Mint (M),Mint (M),"Amazon
",Gift,Yes,Yes,12/8/2017,12/24/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/1103234,Rock,Folk Rock,12,Vinyl,1,2274,612,4.43,144,12/24/2022,2007,50.5
TMR-523,Father John Misty,Live At Third Man Records,Third Man Records,"LP, Album",NA,2018,12550951,Vinyl LPs (New),4/25/2020 12:55,Mint (M),Mint (M),eBay,discountvinylrecords,NA,Yes,12/2/2021,12/24/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/12550951,Rock,Folk Rock,7,Vinyl,1,3200,223,4.43,122,12/24/2022,2018,29.7
538621161,Run The Jewels,Run The Jewels 4,BMG,"2xLP, Mag + 2xLP, Gol + Album, Dlx, Ltd",NA,2020,15881674,Vinyl LPs (New),9/11/2020 13:45,Mint (M),Mint (M),Label,NA,NA,NA,6/5/2021,12/26/2022,NA,NA,NA,NA,NA,NA,NA,NA,5/31/2020 12:00,"Pink, Pink, Gold, Gold",https://api.discogs.com/releases/15881674,Hip Hop,Hardcore Hip-Hop,24,Vinyl,2,8566,975,4.61,415,12/26/2022,2020,39
IDIB057,Johnny Jewel,Double Exposure,Italians Do It Better,"LP, Comp, Ltd, Cle",NA,2017,10945467,Vinyl LPs (New),6/23/2021 15:51,Mint (M),Mint (M),Label,Italians Do It Better,NA,Yes,6/22/2021,12/26/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clear,https://api.discogs.com/releases/10945467,Electronic,Soundtrack,17,Vinyl,1,156,54,4.08,13,12/26/2022,2018,23.5
"19439918611, 19439918681",Joy Crookes,Skin,"Insanity Records (4), Sony Music, Insanity Records (4), Sony Music","LP, Album, Ltd, Cle",NA,2021,20586196,Vinyl LPs (New),10/31/2021 9:57,Mint (M),Mint (M),Label,NA,Yes,Yes,12/4/2021,12/28/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clear,https://api.discogs.com/releases/20586196,Jazz,,13,Vinyl,1,880,315,4.52,71,12/28/2022,2021,42.7
DC263,Joanna Newsom,The Milk-Eyed Mender,Drag City,"LP, Album",NA,2004,458611,Vinyl LPs (New),6/19/2018 21:03,Mint (M),Mint (M),Amazon,NA,NA,Yes,6/19/2018,12/29/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.discogs.com/releases/458611,Rock,Acoustic,12,Vinyl,1,6261,1698,4.51,437,12/29/2022,2004,52
ATO0572,Nilüfer Yanya,Inside Out,ATO Records,"LP, Comp, Ltd, Pin",NA,2021,20589154,Vinyl LPs (New),3/5/2022 3:41,Mint (M),Mint (M),Label,ATO Records,NA,No,3/4/2022,12/30/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pink,https://api.discogs.com/releases/20589154,Pop,,7,Vinyl,1,451,78,4.67,18,12/30/2022,2021,26
B0036774-01,J.I.D,The Forever Story,"Dreamville, Interscope Records","2xLP, Album",NA,2022,25485268,Vinyl LPs (New),12/21/2022 10:56,Mint (M),Mint (M),Target,NA,NA,Yes x2,12/22/2022,12/30/2022,NA,NA,NA,NA,NA,NA,NA,NA,11/20/2022 5:00,NA,https://api.discogs.com/releases/25485268,Hip Hop,Conscious,15,Vinyl,2,1911,805,4.78,76,12/30/2022,2022,66.5
